"IDVenta","Unidades","Ingresos por productos (MXN)","Cargo por venta e impuestos","Costos de envío","Total (MXN)","Venta por publicidad","IDproducto","Canal de venta","Precio unitario de venta de la publicación (MXN)","Municipio/Alcaldía","Estado","Código postal","Forma de entrega","Transportista","Fecha Venta","FechaCamino","FechaEntrega"
"2000003638020130",1,95,-46.6199989318848,-97,48.3800010681152,"Sí","MLM772815583","Mercado Libre",95,"Santa Catarina","Nuevo León",66116,"Correo y puntos de despacho","Mercado Envios","30/05/2022","2022/05/31 00:00:00","2022/06/01 00:00:00"
"2000003637144886",1,236.5,-78.8300018310547,-99,157.669998168945,"Sí","MLM759252135","Mercado Libre",236.5,"Tequila","Jalisco",46404,"Correo y puntos de despacho","Mercado Envios","30/05/2022","2022/05/31 00:00:00","2022/06/01 00:00:00"
"2000003636267972",1,695,-158.169998168945,-78,458.829986572266,"No","MLM768807347","Mercado Libre",695,"Cadereyta Jiménez","Nuevo León",67480,"Correo y puntos de despacho","Mercado Envios","30/05/2022","2022/05/31 00:00:00","2022/06/01 00:00:00"
"2000003635734482",1,155,-60.2799987792969,-99,94.7200012207031,"Sí","MLM797897673","Mercado Libre",155,"Puebla","Puebla",72470,"Mercado Envíos Full","Mercado Envios","30/05/2022","2022/05/31 00:00:00","2022/06/02 00:00:00"
"2000003633902464",1,145,-58,-91,87,"No","MLM778904591","Mercado Libre",145,"Iztacalco","Distrito Federal",8810,"Correo y puntos de despacho","Mercado Envios","30/05/2022","2022/05/31 00:00:00","2022/05/31 00:00:00"
"2000003577594793",1,155,-60.2799987792969,0,94.7200012207031,"No","MLM797897673","Mercado Libre",155,"Tonala","Jalisco",45429,"Mercado Envíos Full","Mercado Envios","30/05/2022","2022/05/30 00:00:00","2022/05/31 00:00:00"
"2000003631007770",1,155,-60.2799987792969,-89,94.7200012207031,"Sí","MLM797897673","Mercado Libre",155,"Benito juárez","Distrito Federal",3540,"Mercado Envíos Full","Mercado Envios","29/05/2022","2022/05/30 00:00:00","2022/05/30 00:00:00"
"2000003630782056",1,695,-158.169998168945,-78,458.829986572266,"No","MLM768807347","Mercado Libre",695,"Coyoacán","Distrito Federal",4370,"Correo y puntos de despacho","Mercado Envios","29/05/2022","2022/05/31 00:00:00","2022/05/31 00:00:00"
"2000003630182498",1,236.5,-78.8300018310547,-96,157.669998168945,"Sí","MLM759252135","Mercado Libre",236.5,"León","Guanajuato",37100,"Correo y puntos de despacho","Mercado Envios","29/05/2022","2022/05/30 00:00:00","2022/05/31 00:00:00"
"2000003576428515",2,322.2,-123.319999694824,-29.2199993133545,198.880004882813,"Sí","MLM797896213","Mercado Libre",161.100006103516,"Oaxaca De Juárez","Oaxaca",68000,"Correo y puntos de despacho","Mercado Envios","29/05/2022","2022/05/30 00:00:00","2022/05/31 00:00:00"
"2000003628781216",1,175,-64.8300018310547,-93,110.169998168945,"Sí","MLM775876787","Mercado Libre",175,"Texcoco","Estado De México",56243,"Mercado Envíos Full","Mercado Envios","29/05/2022","2022/05/29 00:00:00","2022/05/30 00:00:00"
"2000003575932451",1,175,-64.8300018310547,0,110.169998168945,"Sí","MLM775876787","Mercado Libre",175,"Rincón De Romos","Aguascalientes",20424,"Mercado Envíos Full","Mercado Envios","29/05/2022","2022/05/29 00:00:00","2022/05/30 00:00:00"
"2000003575808167",1,155,-60.2799987792969,0,94.7200012207031,"Sí","MLM797897673","Mercado Libre",155,"San Martín Texmelucan","Puebla",74000,"Mercado Envíos Full","Mercado Envios","29/05/2022","2022/05/30 00:00:00","2022/05/30 00:00:00"
"2000003575667721",2,350,-129.660003662109,0,220.339996337891,"Sí","MLM775876787","Mercado Libre",175,"Tlaquepaque","Jalisco",45608,"Mercado Envíos Full","Mercado Envios","29/05/2022","2022/05/29 00:00:00","2022/05/30 00:00:00"
"2000003626712910",1,145,-58,-101,87,"No","MLM778904591","Mercado Libre",145,"Reynosa","Tamaulipas",88650,"Correo y puntos de despacho","Mercado Envios","28/05/2022","2022/05/30 00:00:00","2022/06/01 00:00:00"
"2000003626164964",1,142.6,-57.4500007629395,-98,85.1500015258789,"No","MLM797897673","Mercado Libre",142.600006103516,"Xochitepec","Morelos",62790,"Mercado Envíos Full","Mercado Envios","28/05/2022","2022/05/29 00:00:00","2022/05/30 00:00:00"
"2000003624528220",1,236.5,-78.8300018310547,-91,157.669998168945,"No","MLM759252135","Mercado Libre",236.5,"Coyoacán","Distrito Federal",4369,"Correo y puntos de despacho","Mercado Envios","28/05/2022","2022/05/31 00:00:00","2022/05/31 00:00:00"
"2000003573923739",1,166.25,-62.8400001525879,0,103.410003662109,"Sí","MLM775876787","Mercado Libre",166.25,"Gustavo A. Madero","Distrito Federal",7140,"Mercado Envíos Full","Mercado Envios","28/05/2022","2022/05/29 00:00:00","2022/05/29 00:00:00"
"2000003573898909",3,427.8,-172.360000610352,0,255.440002441406,"No","MLM797897673","Mercado Libre",142.600006103516,"Apan","Hidalgo",43907,"Mercado Envíos Full","Mercado Envios","28/05/2022","2022/05/29 00:00:00","2022/05/29 00:00:00"
"2000003573477861",1,142.6,-1005.55999755859,0,-862.960021972656,"Sí","MLM797897673","Mercado Libre",142.600006103516,"Tultepec","Estado De México",54987,"Mercado Envíos Full","Mercado Envios","27/05/2022","2022/05/28 00:00:00","2022/05/28 00:00:00"
"2000003573079851",1,166.25,-62.8400001525879,0,103.410003662109,"Sí","MLM775876787","Mercado Libre",166.25,"Xalapa","Veracruz",91105,"Mercado Envíos Full","Mercado Envios","27/05/2022","2022/05/28 00:00:00","2022/05/29 00:00:00"
"2000003572556931",1,142.6,-57.4500007629395,0,85.1500015258789,"No","MLM797897673","Mercado Libre",142.600006103516,"Texcoco","Estado De México",56120,"Mercado Envíos Full","Mercado Envios","27/05/2022","2022/05/28 00:00:00","2022/05/28 00:00:00"
"2000003572285789",1,295,-92.129997253418,0,202.869995117188,"Sí","MLM937274388","Mercado Libre",295,"Coyoacán","Distrito Federal",4420,"Mercado Envíos Full","Mercado Envios","27/05/2022","2022/05/27 00:00:00","2022/05/27 00:00:00"
"2000003571382059",1,142.6,-57.4500007629395,0,85.1500015258789,"Sí","MLM797897673","Mercado Libre",142.600006103516,"Nogales","Sonora",84086,"Mercado Envíos Full","Mercado Envios","26/05/2022","2022/05/27 00:00:00","2022/05/29 00:00:00"
"2000003571373287",1,166.25,-62.8400001525879,-22.6599998474121,103.410003662109,"Sí","MLM775876787","Mercado Libre",166.25,"Puerto Vallarta","Jalisco",48380,"Mercado Envíos Full","Mercado Envios","26/05/2022","2022/05/27 00:00:00","2022/05/27 00:00:00"
"2000003571311005",2,322.2,-123.319999694824,-22.2199993133545,198.880004882813,"Sí","MLM797896213","Mercado Libre",161.100006103516,"Zacatepec","Morelos",62780,"Correo y puntos de despacho","Mercado Envios","26/05/2022","2022/05/27 00:00:00","2022/05/28 00:00:00"
"2000003570270805",1,295,-92.129997253418,0,202.869995117188,"No","MLM937274388","Mercado Libre",295,"Hermosillo","Sonora",83150,"Mercado Envíos Full","Mercado Envios","26/05/2022","2022/05/26 00:00:00","2022/05/27 00:00:00"
"2000003570157077",1,166.25,-62.8400001525879,0,103.410003662109,"No","MLM775876787","Mercado Libre",166.25,"Fresnillo","Zacatecas",99050,"Mercado Envíos Full","Mercado Envios","26/05/2022","2022/05/26 00:00:00","2022/05/27 00:00:00"
"2000003569630183",1,142.6,-57.4500007629395,0,85.1500015258789,"No","MLM797897673","Mercado Libre",142.600006103516,"Ometepec","Guerrero",41711,"Mercado Envíos Full","Mercado Envios","26/05/2022","2022/05/26 00:00:00","2022/05/28 00:00:00"
"2000003569591121",1,148.8,-58.8600006103516,0,89.9400024414063,"No","MLM807741738","Mercado Libre",148.800003051758,"Ixtlahuaca","Estado De México",50740,"Mercado Envíos Full","Mercado Envios","26/05/2022","2022/05/27 00:00:00","2022/05/27 00:00:00"
"2000003569377761",2,473,-157.660003662109,-42.1599998474121,315.339996337891,"No","MLM759252135","Mercado Libre",236.5,"La Magdalena Contreras","Distrito Federal",10000,"Correo y puntos de despacho","Mercado Envios","26/05/2022","2022/05/26 00:00:00","2022/05/27 00:00:00"
"2000003568996515",3,427.8,-172.360000610352,0,255.440002441406,"Sí","MLM797897673","Mercado Libre",142.600006103516,"Mugica","Michoacán",61760,"Mercado Envíos Full","Mercado Envios","26/05/2022","2022/05/26 00:00:00","2022/05/28 00:00:00"
"2000003568689003",1,142.6,-57.4500007629395,0,85.1500015258789,"No","MLM797897673","Mercado Libre",142.600006103516,"Calvillo","Aguascalientes",20800,"Mercado Envíos Full","Mercado Envios","25/05/2022","2022/05/26 00:00:00","2022/05/27 00:00:00"
"2000003568668927",1,166.25,-62.8400001525879,0,103.410003662109,"Sí","MLM775876787","Mercado Libre",166.25,"Cancún/Benito Juárez","Quintana Roo",77519,"Mercado Envíos Full","Mercado Envios","25/05/2022","2022/05/26 00:00:00","2022/05/27 00:00:00"
"2000003568194019",1,142.6,-57.4500007629395,0,85.1500015258789,"Sí","MLM797897673","Mercado Libre",142.600006103516,"Pátzcuaro","Michoacán",61600,"Mercado Envíos Full","Mercado Envios","25/05/2022","2022/05/25 00:00:00","2022/05/26 00:00:00"
"2000003567919245",2,322.2,-123.319999694824,0,198.880004882813,"No","MLM797896213","Mercado Libre",161.100006103516,"Tulancingo De Bravo","Hidalgo",43698,"Correo y puntos de despacho","Mercado Envios","25/05/2022","2022/05/26 00:00:00","2022/05/27 00:00:00"
"2000003567917063",2,590,-184.279998779297,0,405.720001220703,"Sí","MLM937274388","Mercado Libre",295,"Matehuala","San Luis Potosí",78700,"Mercado Envíos Full","Mercado Envios","25/05/2022","2022/05/26 00:00:00","2022/05/27 00:00:00"
"2000003610194544",1,142.6,-57.4500007629395,-98,85.1500015258789,"Sí","MLM797897673","Mercado Libre",142.600006103516,"Centro","Tabasco",86190,"Mercado Envíos Full","Mercado Envios","25/05/2022","2022/05/25 00:00:00","2022/05/26 00:00:00"
"2000003609613806",1,95,-46.6199989318848,-89,48.3800010681152,"No","MLM772815583","Mercado Libre",95,"Tecamac","Estado De México",55763,"Correo y puntos de despacho","Mercado Envios","25/05/2022","2022/05/27 00:00:00","2022/05/27 00:00:00"
"2000003567545369",2,285.2,-114.910003662109,0,170.289993286133,"No","MLM797897673","Mercado Libre",142.600006103516,"Tulancingo De Bravo","Hidalgo",43600,"Mercado Envíos Full","Mercado Envios","25/05/2022","2022/05/25 00:00:00","2022/05/27 00:00:00"
"2000003567388361",2,332.5,-125.680000305176,0,206.820007324219,"Sí","MLM775876787","Mercado Libre",166.25,"Nicolás Romero","Estado De México",54460,"Mercado Envíos Full","Mercado Envios","25/05/2022","2022/05/26 00:00:00","2022/05/26 00:00:00"
"2000003567301753",2,332.5,-125.680000305176,-22.3999996185303,206.820007324219,"No","MLM775876787","Mercado Libre",166.25,"Cuauhtémoc","Distrito Federal",6430,"Mercado Envíos Full","Mercado Envios","25/05/2022","2022/05/25 00:00:00","2022/05/25 00:00:00"
"2000003567261743",2,322.2,-123.319999694824,-22.2199993133545,198.880004882813,"Sí","MLM797896213","Mercado Libre",161.100006103516,"Perote","Veracruz",91270,"Correo y puntos de despacho","Mercado Envios","25/05/2022","2022/05/25 00:00:00","2022/05/29 00:00:00"
"2000003566735921",2,332.5,-125.680000305176,-22.3999996185303,206.820007324219,"No","MLM775876787","Mercado Libre",166.25,"Río Grande","Zacatecas",98425,"Mercado Envíos Full","Mercado Envios","25/05/2022","2022/05/25 00:00:00","2022/05/27 00:00:00"
"2000003566295895",1,142.6,-57.4500007629395,0,85.1500015258789,"No","MLM797897673","Mercado Libre",142.600006103516,"Zapotlanejo","Jalisco",45438,"Mercado Envíos Full","Mercado Envios","24/05/2022","2022/05/25 00:00:00","2022/05/25 00:00:00"
"2000003565984505",1,142.6,-57.4500007629395,0,85.1500015258789,"Sí","MLM797897673","Mercado Libre",142.600006103516,"Puebla","Puebla",72587,"Mercado Envíos Full","Mercado Envios","24/05/2022","2022/05/25 00:00:00","2022/05/25 00:00:00"
"2000003565683039",1,295,-92.129997253418,0,202.869995117188,"Sí","MLM937274388","Mercado Libre",295,"Monterrey","Nuevo León",64000,"Mercado Envíos Full","Mercado Envios","24/05/2022","2022/05/25 00:00:00","2022/05/25 00:00:00"
"2000003604676964",1,236.5,-78.8300018310547,-91,157.669998168945,"No","MLM759252135","Mercado Libre",236.5,"Tlalnepantla de Baz","Estado De México",54090,"Correo y puntos de despacho","Mercado Envios","24/05/2022","2022/05/25 00:00:00","2022/05/26 00:00:00"
"2000003565283729",2,590,-184.279998779297,0,405.720001220703,"Sí","MLM937274388","Mercado Libre",295,"Cárdenas","Tabasco",86500,"Mercado Envíos Full","Mercado Envios","24/05/2022","2022/05/24 00:00:00","2022/05/25 00:00:00"
"2000003562774941",3,427.8,-172.360000610352,0,255.440002441406,"Sí","MLM797897673","Mercado Libre",142.600006103516,"Palmar De Bravo","Puebla",75500,"Mercado Envíos Full","FedEx","23/05/2022","2022/05/24 00:00:00","2022/06/02 00:00:00"
"2000003563444005",1,148.8,-739.539978027344,0,-590.739990234375,"No","MLM807741738","Mercado Libre",148.800003051758,"Corregidora","Querétaro",76904,"Mercado Envíos Full","Mercado Envios","23/05/2022","2022/05/24 00:00:00","2022/05/24 00:00:00"
"2000003562376813",2,332.5,-125.680000305176,0,206.820007324219,"Sí","MLM775876787","Mercado Libre",166.25,"Ecatepec de Morelos","Estado De México",55248,"Mercado Envíos Full","Mercado Envios","23/05/2022","2022/05/24 00:00:00","2022/05/24 00:00:00"
"2000003561686087",2,332.5,-125.680000305176,0,206.820007324219,"Sí","MLM797899556","Mercado Libre",166.25,"Lerma","Estado De México",52005,"Mercado Envíos Full","Mercado Envios","23/05/2022","2022/05/24 00:00:00","2022/05/24 00:00:00"
"2000003560912579",1,295,-92.129997253418,0,202.869995117188,"No","MLM937274388","Mercado Libre",295,"Acacoyagua","Chiapas",30593,"Mercado Envíos Full","Mercado Envios","22/05/2022","2022/05/23 00:00:00","2022/05/25 00:00:00"
"2000003592997568",1,166.25,-62.8400001525879,-89,103.410003662109,"Sí","MLM775876787","Mercado Libre",166.25,"Iztacalco","Distrito Federal",8400,"Mercado Envíos Full","Mercado Envios","22/05/2022","2022/05/23 00:00:00","2022/05/23 00:00:00"
"2000003560158351",1,155,-60.2799987792969,0,94.7200012207031,"No","MLM797897673","Mercado Libre",155,"Acayucan","Veracruz",96068,"Mercado Envíos Full","Mercado Envios","22/05/2022","2022/05/23 00:00:00","2022/05/24 00:00:00"
"2000003560022865",1,161.1,-61.6599998474121,0,99.4400024414063,"Sí","MLM797896213","Mercado Libre",161.100006103516,"Matamoros","Tamaulipas",87340,"Mercado Envíos Full","Mercado Envios","22/05/2022","2022/05/22 00:00:00","2022/05/23 00:00:00"
"2000003559464593",3,498.75,-188.520004272461,0,310.230010986328,"No","MLM775876787","Mercado Libre",166.25,"Puebla","Puebla",72590,"Mercado Envíos Full","Mercado Envios","22/05/2022","2022/05/23 00:00:00","2022/05/23 00:00:00"
"2000003559183741",1,147.25,-58.5200004577637,0,88.7300033569336,"No","MLM797897673","Mercado Libre",147.25,"Los Reyes","Michoacán",60300,"Mercado Envíos Full","Mercado Envios","21/05/2022","2022/05/22 00:00:00","2022/05/23 00:00:00"
"2000003558038817",1,185,-67.0999984741211,0,117.900001525879,"No","MLM797896213","Mercado Libre",185,"Zumpango","Estado De México",55628,"Mercado Envíos Full","Mercado Envios","21/05/2022","2022/05/22 00:00:00","2022/05/22 00:00:00"
"2000003587370102",1,295,-92.129997253418,-115,202.869995117188,"Sí","MLM937274388","Mercado Libre",295,"Cancún/Benito Juárez","Quintana Roo",77533,"Mercado Envíos Full","Mercado Envios","21/05/2022","2022/05/21 00:00:00","2022/05/22 00:00:00"
"2000003555898531",1,166.25,-62.8400001525879,0,103.410003662109,"Sí","MLM775876787","Mercado Libre",166.25,"Querétaro","Querétaro",76125,"Mercado Envíos Full","Mercado Envios","20/05/2022","2022/05/20 00:00:00","2022/05/21 00:00:00"
"2000003552481229",3,441.75,-175.550003051758,0,266.200012207031,"Sí","MLM797897673","Mercado Libre",147.25,"Puebla","Puebla",72530,"Mercado Envíos Full","Mercado Envios","18/05/2022","2022/05/19 00:00:00","2022/05/19 00:00:00"
"2000003552252793",1,147.25,-58.5200004577637,0,88.7300033569336,"No","MLM797897673","Mercado Libre",147.25,"Santa Cruz Xoxocotlan","Oaxaca",71233,"Mercado Envíos Full","Mercado Envios","18/05/2022","2022/05/19 00:00:00","2022/05/20 00:00:00"
"2000003572888004",1,166.25,-62.8400001525879,-94,103.410003662109,"Sí","MLM775876787","Mercado Libre",166.25,"Zitacuaro","Michoacán",61508,"Mercado Envíos Full","Mercado Envios","18/05/2022","2022/05/19 00:00:00","2022/05/19 00:00:00"
"2000003550331799",1,147.25,-58.5200004577637,0,88.7300033569336,"Sí","MLM797897673","Mercado Libre",147.25,"Alvaro Obregón","Distrito Federal",1470,"Mercado Envíos Full","Mercado Envios","17/05/2022","2022/05/18 00:00:00","2022/05/18 00:00:00"
"2000003550044607",2,370,-134.210006713867,0,235.789993286133,"Sí","MLM797896213","Mercado Libre",185,"Zacualtipan De Ángeles","Hidalgo",43200,"Mercado Envíos Full","Mercado Envios","17/05/2022","2022/05/19 00:00:00","2022/05/19 00:00:00"
"2000003549366247",1,147.25,-58.5200004577637,0,88.7300033569336,"No","MLM797897673","Mercado Libre",147.25,"Pachuca De Soto","Hidalgo",42080,"Mercado Envíos Full","Mercado Envios","17/05/2022","2022/05/18 00:00:00","2022/05/18 00:00:00"
"2000003548782807",1,185,-67.0999984741211,0,117.900001525879,"Sí","MLM797896213","Mercado Libre",185,"Nezahualcoyotl","Estado De México",57000,"Mercado Envíos Full","Mercado Envios","17/05/2022","2022/05/17 00:00:00","2022/05/17 00:00:00"
"2000003548597143",3,498.75,-188.520004272461,0,310.230010986328,"Sí","MLM775876787","Mercado Libre",166.25,"Tuxpan","Veracruz",92880,"Mercado Envíos Full","Mercado Envios","17/05/2022","2022/05/18 00:00:00","2022/05/18 00:00:00"
"2000003564066484",1,147.25,-58.5200004577637,-89,88.7300033569336,"Sí","MLM797897673","Mercado Libre",147.25,"Gustavo A. Madero","Distrito Federal",7360,"Mercado Envíos Full","Mercado Envios","16/05/2022","2022/05/17 00:00:00","2022/05/17 00:00:00"
"2000003546734659",2,350,-129.660003662109,0,220.339996337891,"Sí","MLM797896213","Mercado Libre",175,"Cotija","Michoacán",59940,"Mercado Envíos Full","Mercado Envios","16/05/2022","2022/05/17 00:00:00","2022/05/19 00:00:00"
"2000003560583236",1,175,-64.8300018310547,-94,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Pachuca De Soto","Hidalgo",42086,"Mercado Envíos Full","Mercado Envios","16/05/2022","2022/05/17 00:00:00","2022/05/17 00:00:00"
"2000003545106891",1,147.25,-58.5200004577637,0,88.7300033569336,"Sí","MLM797897673","Mercado Libre",147.25,"Culiacán","Sinaloa",80060,"Mercado Envíos Full","Mercado Envios","16/05/2022","2022/05/16 00:00:00","2022/05/17 00:00:00"
"2000003544608613",2,350,-129.660003662109,0,220.339996337891,"No","MLM797896213","Mercado Libre",175,"Azcapotzalco","Distrito Federal",2100,"Mercado Envíos Full","Mercado Envios","15/05/2022","2022/05/16 00:00:00","2022/05/16 00:00:00"
"2000003555770658",1,155,-60.2799987792969,-98,94.7200012207031,"No","MLM797897673","Mercado Libre",155,"Acapulco","Guerrero",39830,"Mercado Envíos Full","Mercado Envios","15/05/2022","2022/05/15 00:00:00","2022/05/16 00:00:00"
"2000003555434912",1,295,-92.129997253418,-89,202.869995117188,"Sí","MLM937274388","Mercado Libre",295,"Azcapotzalco","Distrito Federal",2129,"Mercado Envíos Full","Mercado Envios","15/05/2022","2022/05/16 00:00:00","2022/05/16 00:00:00"
"2000003543227727",2,590,-184.279998779297,0,405.720001220703,"Sí","MLM937274388","Mercado Libre",295,"Tijuana","Baja California",22124,"Mercado Envíos Full","Mercado Envios","15/05/2022","2022/05/15 00:00:00","2022/05/16 00:00:00"
"2000003542405353",2,332.5,-125.680000305176,0,206.820007324219,"Sí","MLM775876787","Mercado Libre",166.25,"Tlalnepantla de Baz","Estado De México",54180,"Mercado Envíos Full","Mercado Envios","14/05/2022","2022/05/16 00:00:00","2022/05/16 00:00:00"
"2000003541913859",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Coacalco de Berriozabal","Estado De México",55714,"Mercado Envíos Full","Mercado Envios","14/05/2022","2022/05/14 00:00:00","2022/05/14 00:00:00"
"2000003541559435",2,350,-129.660003662109,0,220.339996337891,"Sí","MLM797896213","Mercado Libre",175,"Chiautla","Puebla",74730,"Mercado Envíos Full","Mercado Envios","14/05/2022","2022/05/14 00:00:00","2022/05/15 00:00:00"
"2000003541255645",2,332.5,-125.680000305176,0,206.820007324219,"Sí","MLM775876787","Mercado Libre",166.25,"Pachuca De Soto","Hidalgo",42079,"Mercado Envíos Full","Mercado Envios","13/05/2022","2022/05/14 00:00:00","2022/05/14 00:00:00"
"2000003541124037",1,175,-64.8300018310547,-23.1700000762939,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"Tenancingo","Estado De México",52436,"Mercado Envíos Full","Mercado Envios","13/05/2022","2022/05/14 00:00:00","2022/05/14 00:00:00"
"2000003541076521",1,166.25,-62.8400001525879,0,103.410003662109,"Sí","MLM775876787","Mercado Libre",166.25,"Apizaco","Tlaxcala",90355,"Mercado Envíos Full","Mercado Envios","13/05/2022","2022/05/14 00:00:00","2022/05/14 00:00:00"
"2000003540655173",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Salvador Alvarado","Sinaloa",81478,"Mercado Envíos Full","Mercado Envios","13/05/2022","2022/05/13 00:00:00","2022/05/15 00:00:00"
"2000003540418571",1,175,-64.8300018310547,0,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"Guadalajara","Jalisco",44770,"Mercado Envíos Full","Mercado Envios","13/05/2022","2022/05/13 00:00:00","2022/05/14 00:00:00"
"2000003539335513",1,175,-64.8300018310547,0,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"Torreón","Coahuila",27000,"Mercado Envíos Full","Mercado Envios","12/05/2022","2022/05/13 00:00:00","2022/05/14 00:00:00"
"2000003539529658",1,175,-64.8300018310547,-129,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"Tijuana","Baja California",22186,"Mercado Envíos Full","Mercado Envios","12/05/2022","2022/05/13 00:00:00","2022/05/14 00:00:00"
"2000003538642151",1,166.25,-62.8400001525879,0,103.410003662109,"Sí","MLM775876787","Mercado Libre",166.25,"Zacapu","Michoacán",58710,"Mercado Envíos Full","Mercado Envios","12/05/2022","2022/05/12 00:00:00","2022/05/13 00:00:00"
"2000003538131263",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Veracruz","Veracruz",91700,"Mercado Envíos Full","Mercado Envios","12/05/2022","2022/05/12 00:00:00","2022/05/13 00:00:00"
"2000003537228411",1,175,-64.8300018310547,0,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"San Nicolás De Los Garza","Nuevo León",66460,"Mercado Envíos Full","Mercado Envios","12/05/2022","2022/05/12 00:00:00","2022/05/13 00:00:00"
"2000003536790199",2,350,-129.660003662109,0,220.339996337891,"Sí","MLM797896213","Mercado Libre",175,"Cuautitlan Izcalli","Estado De México",54720,"Mercado Envíos Full","Mercado Envios","11/05/2022","2022/05/12 00:00:00","2022/05/12 00:00:00"
"2000003536764133",1,166.25,-62.8400001525879,0,103.410003662109,"Sí","MLM775876787","Mercado Libre",166.25,"Aguascalientes","Aguascalientes",20030,"Mercado Envíos Full","Mercado Envios","11/05/2022","2022/05/11 00:00:00","2022/05/12 00:00:00"
"2000003536346407",1,166.25,-62.8400001525879,0,103.410003662109,"No","MLM775876787","Mercado Libre",166.25,"Juárez","Chihuahua",32695,"Mercado Envíos Full","Mercado Envios","11/05/2022","2022/05/11 00:00:00","2022/05/13 00:00:00"
"2000003537268990",1,175,-64.8300018310547,-89,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"Miguel Hidalgo","Distrito Federal",11320,"Mercado Envíos Full","Mercado Envios","11/05/2022","2022/05/12 00:00:00","2022/05/12 00:00:00"
"2000003535912650",1,166.25,-62.8400001525879,-98,103.410003662109,"No","MLM775876787","Mercado Libre",166.25,"Bahía De Banderas","Nayarit",63737,"Mercado Envíos Full","Mercado Envios","11/05/2022","2022/05/12 00:00:00","2022/05/12 00:00:00"
"2000003534573797",3,498.75,-188.520004272461,0,310.230010986328,"Sí","MLM775876787","Mercado Libre",166.25,"Chihuahua","Chihuahua",31130,"Mercado Envíos Full","Mercado Envios","11/05/2022","2022/05/11 00:00:00","2022/05/13 00:00:00"
"2000003534567635",1,166.25,-62.8400001525879,0,103.410003662109,"Sí","MLM775876787","Mercado Libre",166.25,"Tijuana","Baja California",22165,"Mercado Envíos Full","Mercado Envios","10/05/2022","2022/05/11 00:00:00","2022/05/12 00:00:00"
"2000003534329915",2,350,-129.660003662109,0,220.339996337891,"No","MLM797896213","Mercado Libre",175,"Matamoros","Tamaulipas",87343,"Mercado Envíos Full","Mercado Envios","10/05/2022","2022/05/11 00:00:00","2022/05/12 00:00:00"
"2000003533898059",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Othon P Blanco","Quintana Roo",77025,"Mercado Envíos Full","Mercado Envios","10/05/2022","2022/05/11 00:00:00","2022/05/12 00:00:00"
"2000003531295524",1,175,-64.8300018310547,-129,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Mérida","Yucatán",97203,"Mercado Envíos Full","Mercado Envios","10/05/2022","2022/05/11 00:00:00","2022/05/11 00:00:00"
"2000003533499073",2,332.5,-125.680000305176,0,206.820007324219,"No","MLM775876787","Mercado Libre",166.25,"Bocoyna","Chihuahua",33210,"Mercado Envíos Full","Mercado Envios","10/05/2022","2022/05/10 00:00:00","2022/05/13 00:00:00"
"2000003532935765",1,175,-64.8300018310547,0,110.169998168945,"No","MLM797896213","Mercado Libre",175,"Ecatepec de Morelos","Estado De México",55266,"Mercado Envíos Full","Mercado Envios","10/05/2022","2022/05/10 00:00:00","2022/05/10 00:00:00"
"2000003532806511",1,175,-64.8300018310547,0,110.169998168945,"Sí","MLM797896213","Mercado Libre",175,"Atlixco","Puebla",74270,"Mercado Envíos Full","Mercado Envios","10/05/2022","2022/05/10 00:00:00","2022/05/11 00:00:00"
"2000003529650261",1,166.25,-62.8400001525879,0,103.410003662109,"No","MLM775876787","Mercado Libre",166.25,"Compostela","Nayarit",63709,"Mercado Envíos Full","Mercado Envios","09/05/2022","2022/05/09 00:00:00","2022/05/11 00:00:00"
"5461743135",1,295,-92.129997253418,-98,202.869995117188,"Sí","MLM937274388","Mercado Libre",295,"Celaya","Guanajuato",38060,"Mercado Envíos Full","Mercado Envios","08/05/2022","2022/05/09 00:00:00","2022/05/09 00:00:00"
"2000003528726817",1,179,-65.7300033569336,0,113.269996643066,"Sí","MLM797896213","Mercado Libre",179,"Coatzacoalcos","Veracruz",96400,"Mercado Envíos Full","Mercado Envios","08/05/2022","2022/05/09 00:00:00","2022/05/10 00:00:00"
"5461601946",1,166.25,-62.8400001525879,-129,103.410003662109,"Sí","MLM775876787","Mercado Libre",166.25,"Tijuana","Baja California",22114,"Mercado Envíos Full","Mercado Envios","08/05/2022","2022/05/08 00:00:00","2022/05/09 00:00:00"
"2000003526845345",3,885,-276.410003662109,0,608.590026855469,"No","MLM937274388","Mercado Libre",295,"Nuevo Laredo","Tamaulipas",88270,"Mercado Envíos Full","Mercado Envios","07/05/2022","2022/05/07 00:00:00","2022/05/09 00:00:00"
